ZCTA5,Zip5,LANDSQMT,WATERSQMT,LANDSQMI,WATERSQMI,POPULATION,HSGUNITS,INTPTLAT,INTPTLON
Z03812,3812,156358082,655484,60.37,0.25,824,1388,44.08113,-71.297237
Z03813,3813,249037888,5474229,96.15,2.11,3250,2023,44.127388,-71.060853
Z03814,3814,81982158,11288586,31.65,4.36,2329,1942,43.770937,-71.181505
Z03816,3816,75187121,14634126,29.03,5.65,1368,1069,43.68651,-71.269001
Z03817,3817,25632724,1324537,9.9,0.51,574,467,43.88717,-71.229402
Z03818,3818,219963235,2485032,84.93,0.96,3807,2378,43.959533,-71.275319
Z03819,3819,30342924,470661,11.72,0.18,4377,1681,42.927911,-71.120184
Z03820,3820,71925604,6505211,27.77,2.51,30039,13705,43.190666,-70.887661
Z03823,3823,27454805,948967,10.6,0.37,1719,633,43.174607,-70.941453
Z03824,3824,57959560,6236900,22.38,2.41,14638,3092,43.117346,-70.91842
Z03825,3825,119638678,4790456,46.19,1.85,8512,3635,43.215569,-71.038979
Z03826,3826,7366669,5519,2.84,0,2470,1116,42.890002,-71.130675
Z03827,3827,46024515,514243,17.77,0.2,3150,1403,42.903739,-70.99557
Z03830,3830,33330566,5212010,12.87,2.01,1610,1735,43.613563,-70.9945
Z03832,3832,64559964,3496268,24.93,1.35,395,294,43.90696,-71.04752
Z03833,3833,125711686,1583726,48.54,0.61,20955,8668,42.978415,-70.987522
Z03835,3835,96394821,824183,37.22,0.32,6786,2832,43.37256,-71.083259
Z03836,3836,90610392,8121798,34.98,3.14,1489,1580,43.842055,-71.075122
Z03837,3837,52207029,1698332,20.16,0.66,1519,839,43.422251,-71.336086
Z03838,3838,59534640,548608,22.99,0.21,1031,1652,44.112336,-71.225448
Z03839,3839,21940837,36123,8.47,0.01,3735,1603,43.262994,-70.991203
Z03840,3840,27002945,7437716,10.43,2.87,3566,1448,43.039732,-70.845622
Z03841,3841,27979295,1712894,10.8,0.66,6334,2683,42.881445,-71.183034
Z03842,3842,32995704,2596648,12.74,1,15345,9803,42.939601,-70.836728
Z03844,3844,31896799,881127,12.32,0.34,2238,902,42.924811,-70.886242
Z03845,3845,34253090,180841,13.23,0.07,991,1148,44.095422,-71.120516
Z03846,3846,168379170,99914,65.01,0.04,799,992,44.187473,-71.155786
Z03847,3847,2205977,3207,0.85,0,294,245,44.071875,-71.124033
Z03848,3848,50885764,3184188,19.65,1.23,6020,2477,42.913731,-71.073595
Z03849,3849,64729028,1518472,24.99,0.59,1585,1197,43.902454,-71.12987
Z03850,3850,7820672,2049267,3.02,0.79,372,367,43.690636,-71.297603
Z03851,3851,68325085,1591553,26.38,0.61,4040,1937,43.437254,-71.025435
Z03852,3852,17444288,1591653,6.74,0.61,558,244,43.495013,-70.98604
Z03853,3853,20518787,6696234,7.92,2.59,602,976,43.642126,-71.283253
Z03854,3854,2137294,3760000,0.83,1.45,968,537,43.06028,-70.718856
Z03855,3855,107514953,6832346,41.51,2.64,2638,1523,43.463672,-71.152216
Z03856,3856,18376886,418204,7.1,0.16,1680,591,43.038509,-70.967953
Z03857,3857,32630963,4198520,12.6,1.62,9006,4164,43.071424,-70.951365
Z03858,3858,25661608,393396,9.91,0.15,4603,1751,42.870369,-71.045915
Z03860,3860,52244890,819595,20.17,0.32,4056,3259,44.040239,-71.120959
Z03861,3861,51681417,540235,19.95,0.21,4330,1765,43.118537,-71.006511
Z03862,3862,35952959,119783,13.88,0.05,4278,1909,42.978317,-70.830109
Z03864,3864,89456174,1019428,34.54,0.39,1696,918,43.688305,-71.100411
Z03865,3865,27551140,27129,10.64,0.01,7609,3018,42.840703,-71.094993
Z03867,3867,77390106,875900,29.88,0.34,20758,9464,43.303528,-70.988238
Z03868,3868,19557049,20455,7.55,0.01,5323,2331,43.324241,-70.940177
Z03869,3869,18362386,767191,7.09,0.3,2469,1072,43.219845,-70.843112
Z03870,3870,31593114,1907076,12.2,0.74,5162,2790,43.008649,-70.75833
Z03871,3871,1079210,10611,0.42,0,136,62,42.980948,-70.777362
Z03872,3872,122511781,8617269,47.3,3.33,3809,2274,43.570559,-71.043233
Z03873,3873,34470970,1261550,13.31,0.49,5711,2119,42.934018,-71.183605
Z03874,3874,23141129,1846188,8.93,0.71,8776,4660,42.883123,-70.860823
Z03875,3875,36301459,4511306,14.02,1.74,833,629,43.895078,-71.189275
Z03878,3878,25883310,509147,9.99,0.2,11824,5226,43.253476,-70.887944
Z03882,3882,99512206,3051804,38.42,1.18,1465,963,43.746733,-71.04191
Z03883,3883,32951937,286027,12.72,0.11,178,123,43.808537,-71.320336
Z03884,3884,125478071,5755130,48.45,2.22,3964,1772,43.275599,-71.168991
Z03885,3885,39183503,944265,15.13,0.36,7261,2864,43.014997,-70.902586
Z03886,3886,98750503,1056816,38.13,0.41,2112,1400,43.864038,-71.296068
Z03887,3887,52342290,1905109,20.21,0.74,2154,1012,43.499637,-71.068085
Z03890,3890,11857668,153593,4.58,0.06,327,200,43.800602,-71.201489
Z03894,3894,126517894,27401966,48.85,10.58,6314,4466,43.603773,-71.177139
Z03901,3901,97503017,875282,37.65,0.34,7246,2935,43.299332,-70.842077
Z03902,3902,50748339,1991699,19.59,0.77,2211,1288,43.214916,-70.628806
Z03903,3903,51264299,3999811,19.79,1.54,6211,2671,43.146552,-70.774383
Z03904,3904,29002836,3697625,11.2,1.43,7703,3924,43.108051,-70.728595
Z03905,3905,17021886,4634935,6.57,1.79,1780,1016,43.086194,-70.686846
Z03906,3906,99067581,367786,38.25,0.14,4647,1951,43.35111,-70.778745
Z03907,3907,10588098,1378363,4.09,0.53,894,2033,43.255858,-70.611275
Z03908,3908,83310941,1313644,32.17,0.51,7233,2916,43.230492,-70.752426
Z03909,3909,89042009,10663113,34.38,4.12,9738,6475,43.16646,-70.679004
Z03910,3910,880516,153277,0.34,0.06,328,577,43.185309,-70.603455
Z03911,3911,900654,2593690,0.35,1,250,285,43.142223,-70.626355
Z04001,4001,93144479,8684962,35.96,3.35,2429,2182,43.51984,-70.923659
Z04002,4002,170961043,5603053,66.01,2.16,7351,3411,43.489069,-70.661906
Z04003,4003,2984238,51865836,1.15,20.03,330,524,43.727261,-69.956899
Z04005,4005,124061683,14460893,47.9,5.58,23146,10687,43.492125,-70.485368
Z04006,4006,194734,0,0.08,0,96,130,43.444292,-70.34457
Z04008,4008,92331539,16342864,35.65,6.31,2723,1195,44.034239,-69.867048
Z04009,4009,146675592,25387866,56.63,9.8,5151,4025,44.046241,-70.728424
Z04010,4010,115175447,2547322,44.47,0.98,1597,973,43.930799,-70.918584
Z04011,4011,121022203,19695964,46.73,7.6,20278,9599,43.896431,-69.973387
Z04015,4015,82235850,6181761,31.75,2.39,3808,2942,43.976287,-70.521109
Z04017,4017,9210888,41609162,3.56,16.07,341,525,43.738954,-70.088396
Z04019,4019,1864047,13363968,0.72,5.16,71,155,43.686216,-70.102838
Z04020,4020,57434668,506347,22.18,0.2,1403,692,43.767187,-70.808862
Z04021,4021,53424042,67211,20.63,0.03,5820,2220,43.792289,-70.266527
Z04022,4022,119457679,9871553,46.12,3.81,1148,1075,43.99463,-70.814547
Z04024,4024,41039400,482511,15.85,0.19,608,305,43.83632,-70.685245
Z04027,4027,142454022,2137322,55,0.83,6031,2540,43.399909,-70.912785
Z04029,4029,85120344,5228264,32.87,2.02,1725,1474,43.902532,-70.689564
Z04030,4030,43066152,2383067,16.63,0.92,2208,1214,43.589062,-70.696275
Z04032,4032,89883376,30472003,34.7,11.77,7879,3690,43.843503,-70.091699
Z04037,4037,213628639,19902731,82.48,7.68,3834,2076,44.094355,-70.946608
Z04038,4038,131094666,1725384,50.62,0.67,16381,5972,43.703617,-70.46378
Z04039,4039,105253986,2456725,40.64,0.95,7422,3525,43.904551,-70.367027
Z04040,4040,159555995,5635582,61.6,2.18,3111,2089,44.143452,-70.820154
Z04041,4041,96909853,3415730,37.42,1.32,1613,902,43.848913,-70.83157
Z04042,4042,82913900,2542498,32.01,0.98,4281,1801,43.631019,-70.614369
Z04043,4043,91372431,2401027,35.28,0.93,10810,5912,43.393277,-70.576994
Z04046,4046,114972813,7957381,44.39,3.07,7496,4589,43.42948,-70.474113
Z04047,4047,150842659,2651691,58.24,1.02,1892,1168,43.732788,-70.899154
Z04048,4048,72995461,2964413,28.18,1.14,2946,1587,43.688481,-70.781883
Z04049,4049,105863268,3434900,40.87,1.33,3659,1597,43.745004,-70.70298
Z04050,4050,3688589,33604355,1.42,12.97,230,381,43.685939,-70.153919
Z04051,4051,113058652,12293476,43.65,4.75,1153,1233,44.192471,-70.885803
Z04055,4055,80559314,14052069,31.1,5.43,3793,2970,43.975769,-70.639297
Z04056,4056,14607111,413619,5.64,0.16,257,150,43.659808,-70.877492
Z04057,4057,142740,0,0.06,0,56,23,44.101552,-70.698919
Z04061,4061,50924941,1806758,19.66,0.7,3369,1419,43.635495,-70.741783
Z04062,4062,121660712,7185722,46.97,2.77,17020,7171,43.794689,-70.405329
Z04063,4063,1735833,6356,0.67,0,412,647,43.499153,-70.394191
Z04064,4064,17519294,1802982,6.76,0.7,8212,6239,43.525044,-70.38825
Z04066,4066,4666654,6047666,1.8,2.34,539,534,43.769148,-69.965439
Z04068,4068,81917280,3541182,31.63,1.37,1505,819,43.838843,-70.947045
Z04069,4069,59192594,38368,22.85,0.01,1465,610,43.903914,-70.182018
Z04071,4071,96085048,16773660,37.1,6.48,4801,3669,43.928049,-70.450242
Z04072,4072,99620114,7750030,38.46,2.99,18482,8508,43.550411,-70.466341
Z04073,4073,96846448,2070322,37.39,0.8,16189,7397,43.418644,-70.747751
Z04074,4074,123200760,12983595,47.57,5.01,18760,8514,43.589627,-70.366191
Z04076,4076,100404927,6320470,38.77,2.44,2683,2047,43.554017,-70.832796
Z04079,4079,54992768,96593799,21.23,37.3,3871,3150,43.790591,-69.97153
Z04083,4083,25875459,447755,9.99,0.17,4525,2028,43.464121,-70.814398
Z04084,4084,121475337,4925934,46.9,1.9,8088,3767,43.762147,-70.56668
Z04085,4085,31237424,793432,12.06,0.31,1786,658,43.77332,-70.616514
Z04086,4086,83400642,8790297,32.2,3.39,8787,4170,43.964977,-69.955624
Z04087,4087,49308319,551957,19.04,0.21,2116,941,43.569932,-70.744025
Z04088,4088,124767848,6484470,48.17,2.5,1516,1041,44.202833,-70.722362
Z04090,4090,149318663,2842726,57.65,1.1,9589,8557,43.331432,-70.645586
Z04091,4091,50145966,1681378,19.36,0.65,911,385,43.839352,-70.744187
Z04092,4092,44387577,543689,17.14,0.21,17515,8001,43.707947,-70.352614
Z04093,4093,104955800,1834561,40.52,0.71,8034,3301,43.636387,-70.538831
Z04095,4095,75210679,2639019,29.04,1.02,1274,958,43.628909,-70.906834
Z04096,4096,34582021,24846646,13.35,9.59,8349,3819,43.787819,-70.159447
Z04097,4097,54977244,501695,21.23,0.19,3574,1357,43.850998,-70.234109
Z04101,4101,5134232,2392131,1.98,0.92,17227,9950,43.662607,-70.257949
Z04102,4102,15318671,1536163,5.91,0.59,17335,8387,43.657977,-70.304301
Z04103,4103,26438888,2107307,10.21,0.81,30606,14053,43.694131,-70.288071
Z04105,4105,75875677,17986607,29.3,6.94,11158,4732,43.740479,-70.277172
Z04106,4106,31630418,5251099,12.21,2.03,25175,11594,43.631402,-70.285989
Z04107,4107,37541117,16605863,14.49,6.41,8980,3944,43.587173,-70.236476
Z04108,4108,3084815,1703927,1.19,0.66,862,983,43.660255,-70.186053
Z04109,4109,3341947,28380971,1.29,10.96,93,308,43.637528,-70.171426
Z04110,4110,5825410,8661080,2.25,3.34,1391,682,43.746027,-70.180065
Z04210,4210,153542566,16596031,59.28,6.41,23045,11013,44.084537,-70.249649
Z04216,4216,354433713,13219020,136.85,5.1,640,527,44.708613,-70.855362
Z04217,4217,473357697,7346327,182.76,2.84,3312,2434,44.3801,-70.815239
Z04219,4219,158979683,3061725,61.38,1.18,1472,1079,44.400755,-70.55811
Z04220,4220,203068751,2496201,78.41,0.96,3077,1532,44.343734,-70.351732
Z04221,4221,83090441,4838660,32.08,1.87,1098,551,44.462329,-70.300563
Z04222,4222,99145260,1976266,38.28,0.76,3848,1548,43.964603,-70.126598
Z04224,4224,192329593,1410874,74.26,0.54,3040,1495,44.559953,-70.415749
Z04226,4226,27924372,61403,10.78,0.02,190,128,44.597872,-70.676912
Z04227,4227,1465452,0,0.57,0,79,36,44.568123,-70.293139
Z04228,4228,177187,42856,0.07,0.02,6,9,44.433489,-70.11525
Z04231,4231,88236368,2335031,34.07,0.9,236,339,44.263039,-70.875532
Z04234,4234,848752,0,0.33,0,168,66,44.623831,-70.191892
Z04236,4236,83594263,7536935,32.28,2.91,4350,1880,44.189754,-70.145089
Z04237,4237,18226000,1333151,7.04,0.51,238,235,44.494585,-70.734688
Z04238,4238,58034589,342225,22.41,0.13,1416,483,44.209257,-70.388878
Z04239,4239,125290110,2130894,48.37,0.82,4851,2252,44.516897,-70.202187
Z04240,4240,88439163,3595457,34.15,1.39,36592,16731,44.089594,-70.172185
Z04250,4250,30886554,2076551,11.93,0.8,4228,1850,44.01052,-70.12747
Z04252,4252,28235082,525139,10.9,0.2,4799,2103,44.036688,-70.058799
Z04253,4253,97435647,4596113,37.62,1.77,2095,1127,44.404127,-70.21556
Z04254,4254,50797160,1873832,19.61,0.72,3181,1525,44.445003,-70.137715
Z04255,4255,97986667,3648404,37.83,1.41,802,798,44.344761,-70.66983
Z04256,4256,29156999,419430,11.26,0.16,3064,1310,44.104897,-70.40468
Z04257,4257,60451775,603890,23.34,0.23,2681,1404,44.553364,-70.495771
Z04258,4258,76719052,480036,29.62,0.19,2617,1059,44.13794,-70.336334
Z04259,4259,76106090,12751335,29.38,4.92,3264,1636,44.233505,-70.014724
Z04260,4260,122048426,1765881,47.12,0.68,5542,2295,43.957508,-70.296011
Z04261,4261,541911861,3729313,209.23,1.44,444,1557,44.503368,-70.961471
Z04263,4263,103735410,8701812,40.05,3.36,2326,1018,44.29535,-70.133074
Z04265,4265,18292885,2450666,7.06,0.95,918,497,44.279255,-70.042845
Z04267,4267,5373655,460041,2.07,0.18,37,48,44.206591,-70.792354
Z04268,4268,118189133,5932315,45.63,2.29,5023,2808,44.225867,-70.610021
Z04270,4270,203680082,19357887,78.64,7.47,5880,3339,44.117335,-70.527478
Z04271,4271,467501,0,0.18,0,67,43,44.263611,-70.49819
Z04274,4274,108702334,12834996,41.97,4.96,5343,2668,44.048106,-70.393563
Z04275,4275,245332123,5094900,94.72,1.97,514,653,44.702191,-70.646426
Z04276,4276,177531573,3365395,68.55,1.3,5841,3287,44.559954,-70.625313
Z04280,4280,107888609,5384515,41.66,2.08,6474,2768,44.119863,-70.059358
Z04281,4281,105134108,513090,40.59,0.2,5116,2376,44.248001,-70.490816
Z04282,4282,153471153,8970709,59.26,3.46,5734,2481,44.265107,-70.24798
Z04284,4284,43808086,14898437,16.91,5.75,1138,755,44.362502,-70.06123
Z04285,4285,167375195,8818418,64.62,3.4,433,649,44.697513,-70.448975
Z04286,4286,145209,0,0.06,0,47,22,44.401438,-70.865079
Z04287,4287,115081964,305443,44.43,0.12,3224,1283,44.065403,-69.974982
Z04289,4289,62822854,412979,24.26,0.16,1815,815,44.319277,-70.522647
Z04290,4290,120891992,2392221,46.68,0.92,1541,909,44.473718,-70.430225
Z04292,4292,114760289,1547688,44.31,0.6,948,568,44.385909,-70.449596
Z04294,4294,149296132,4046798,57.64,1.56,3995,1993,44.637914,-70.275434
Z04330,4330,303247577,17174224,117.08,6.63,26086,12740,44.351875,-69.747639
Z04342,4342,78871354,7150752,30.45,2.76,1672,819,44.086084,-69.737021
Z04343,4343,1315314,0,0.51,0,25,30,44.32879,-69.891409
Z04344,4344,29085600,793073,11.23,0.31,2951,1367,44.260548,-69.827805
Z04345,4345,186660541,11072766,72.07,4.28,11646,5421,44.195062,-69.793915
Z04346,4346,5516107,262892,2.13,0.1,1772,900,44.236607,-69.751357
Z04347,4347,15209805,554970,5.87,0.21,2355,1317,44.287241,-69.81804
Z04348,4348,194868973,17845778,75.24,6.89,2976,1869,44.210864,-69.499152
Z04349,4349,76240916,8059652,29.44,3.11,1158,836,44.434007,-70.067034
Z04350,4350,96193173,5551259,37.14,2.14,3577,1827,44.172144,-69.9345
Z04351,4351,55080335,3101352,21.27,1.2,2571,1240,44.342538,-69.862257
Z04352,4352,97731016,12294827,37.73,4.75,1632,1093,44.466488,-69.96045
Z04353,4353,121252291,1787861,46.82,0.69,2300,1055,44.198048,-69.619628
Z04354,4354,105047942,7796242,40.56,3.01,1535,975,44.396115,-69.43063
Z04355,4355,75792547,4644338,29.26,1.79,2600,1303,44.381571,-69.945747
Z04357,4357,78723549,2988503,30.4,1.15,3399,1623,44.116833,-69.829607
Z04358,4358,128907712,18072446,49.77,6.98,4276,2290,44.414473,-69.535271
Z04359,4359,1860714,1096467,0.72,0.42,388,177,44.177786,-69.762624
Z04360,4360,62665007,3122513,24.2,1.21,560,409,44.55484,-69.999631
Z04363,4363,89742067,2261885,34.65,0.87,2575,1152,44.316673,-69.573032
Z04364,4364,79037654,16669664,30.52,6.44,6025,3230,44.309991,-69.963093
Z04401,4401,259596685,16299291,100.23,6.29,44899,20739,44.848517,-68.850405
Z04406,4406,233532086,6218652,90.17,2.4,819,739,45.2293,-69.596917
Z04408,4408,306480338,34507145,118.33,13.32,176,379,44.893162,-68.302785
Z04410,4410,106666156,0,41.18,0,1290,583,45.08826,-68.906681
Z04411,4411,110258165,2937432,42.57,1.13,1492,713,44.869056,-68.58047
Z04412,4412,39455711,1168417,15.23,0.45,9482,4457,44.784691,-68.735075
Z04413,4413,133069719,35302687,51.38,13.63,196,203,45.561415,-67.764628
Z04414,4414,637155140,25490616,246.01,9.84,1248,1224,45.442861,-69.11457
Z04415,4415,4097989,113125,1.58,0.04,276,149,45.400376,-69.057877
Z04416,4416,149650960,19468824,57.78,7.52,5468,2843,44.623798,-68.749742
Z04417,4417,161730677,7297540,62.44,2.82,370,445,45.231514,-68.341886
Z04418,4418,381691643,1071485,147.37,0.41,1771,961,45.088416,-68.461406
Z04419,4419,94612249,946574,36.53,0.37,2794,1182,44.800454,-69.003117
Z04421,4421,20149824,31684544,7.78,12.23,1366,704,44.409668,-68.814192
Z04422,4422,105031183,33017,40.55,0.01,1409,546,45.077653,-69.031437
Z04424,4424,272449306,42812276,105.19,16.53,823,962,45.680312,-67.876199
Z04426,4426,400074698,23412773,154.47,9.04,4720,3070,45.213059,-69.189134
Z04427,4427,104108159,0,40.2,0,2858,1223,44.980538,-69.010879
Z04428,4428,154153075,7568185,59.52,2.92,3146,1505,44.805781,-68.553983
Z04429,4429,182704788,16172556,70.54,6.24,4717,2717,44.720612,-68.61623
Z04430,4430,23379537,2459400,9.03,0.95,1728,875,45.636841,-68.575197
Z04431,4431,809372,310731,0.31,0.12,81,65,44.557581,-68.668816
Z04434,4434,64253326,414393,24.81,0.16,1246,559,44.785632,-69.132895
Z04435,4435,99875579,63697,38.56,0.02,1092,491,44.963218,-69.124994
Z04438,4438,63737496,3359797,24.61,1.3,1124,537,44.598953,-68.928337
Z04441,4441,1505788328,66124522,581.39,25.53,1840,2662,45.702416,-69.623233
Z04442,4442,193978471,7758796,74.9,3,93,281,45.497827,-69.727274
Z04443,4443,355821865,22465491,137.38,8.67,2537,1853,45.228047,-69.353525
Z04444,4444,178825188,2394965,69.04,0.92,8824,3694,44.728984,-68.949961
Z04448,4448,285979789,10200676,110.42,3.94,1431,862,45.296196,-68.71106
Z04449,4449,96617667,5707899,37.3,2.2,1489,725,44.992639,-68.888485
Z04450,4450,43582796,0,16.83,0,1368,610,44.916048,-68.927991
Z04451,4451,194057834,3054444,74.93,1.18,259,220,45.60701,-68.222173
Z04453,4453,175130341,726694,67.62,0.28,779,420,45.16225,-68.760531
Z04454,4454,128052284,9481266,49.44,3.66,69,78,45.552117,-67.561059
Z04455,4455,217986720,5987298,84.17,2.31,923,565,45.299494,-68.259756
Z04456,4456,77850598,28583,30.06,0.01,2851,1146,44.876869,-68.996713
Z04457,4457,426960087,17668608,164.85,6.82,5948,3308,45.413429,-68.479867
Z04459,4459,208678953,7268294,80.57,2.81,773,517,45.588735,-68.339985
Z04460,4460,277008668,12080308,106.95,4.66,1419,726,45.711395,-68.539963
Z04461,4461,114276977,430978,44.12,0.17,3070,1391,44.954787,-68.582438
Z04462,4462,3032137295,266249152,1170.71,102.8,4835,3859,45.972769,-69.012445
Z04463,4463,379742061,29183293,146.62,11.27,2847,1939,45.28233,-68.90254
Z04464,4464,518124717,21962061,200.05,8.48,684,646,45.41704,-69.276365
Z04468,4468,308944328,7834273,119.28,3.02,9521,4487,45.023431,-68.733419
Z04469,4469,625565,0,0.24,0,2702,2,44.901059,-68.668317
Z04471,4471,248672769,5556495,96.01,2.15,609,591,45.90829,-67.861428
Z04472,4472,120953878,14143834,46.7,5.46,2144,1405,44.576096,-68.670122
Z04473,4473,46480286,3645072,17.95,1.41,7660,3087,44.881679,-68.738649
Z04474,4474,64726304,6067965,24.99,2.34,3733,1612,44.706955,-68.770343
Z04475,4475,62703160,456050,24.21,0.18,418,233,45.183587,-68.589614
Z04476,4476,103279722,17925047,39.88,6.92,1259,880,44.482701,-68.706001
Z04478,4478,1027296727,73858545,396.64,28.52,316,1004,45.86523,-69.815675
Z04479,4479,99560523,3521221,38.44,1.36,1343,895,45.14118,-69.321792
Z04481,4481,80216894,2427977,30.97,0.94,559,378,45.245979,-69.092775
Z04485,4485,115413636,1507437,44.56,0.58,233,245,45.358461,-69.624361
Z04487,4487,569227919,38700044,219.78,14.94,964,1130,45.387737,-68.104471
Z04488,4488,90623378,4290010,34.99,1.66,1202,621,44.875433,-69.104698
Z04489,4489,519680,0,0.2,0,197,79,44.910384,-68.690173
Z04490,4490,683736939,38132771,263.99,14.72,273,246,45.436636,-67.867623
Z04491,4491,33522195,5855512,12.94,2.26,140,145,45.572693,-67.473356
Z04492,4492,120439975,455560,46.5,0.18,166,127,45.367045,-67.681322
Z04493,4493,172937683,19736841,66.77,7.62,1967,1253,45.236824,-68.524576
Z04495,4495,113177087,352009,43.7,0.14,407,210,45.454119,-68.333804
Z04496,4496,92007098,3970578,35.52,1.53,3757,1645,44.650384,-68.90889
Z04497,4497,622376193,8998406,240.3,3.47,389,424,45.75461,-68.060944
Z04530,4530,74492111,26592383,28.76,10.27,10818,5807,43.88824,-69.826702
Z04535,4535,54134939,1097290,20.9,0.42,709,346,44.098471,-69.629175
Z04537,4537,43411224,27831980,16.76,10.75,2073,1309,43.875516,-69.618393
Z04538,4538,12631730,5120392,4.88,1.98,2080,1960,43.851505,-69.627611
Z04539,4539,42311034,1996193,16.34,0.77,1168,663,43.974967,-69.500783
Z04541,4541,4764198,953600,1.84,0.37,80,160,43.894242,-69.476881
Z04543,4543,32162775,5941549,12.42,2.29,2218,1359,44.022865,-69.497589
Z04544,4544,8334256,3643948,3.22,1.41,724,943,43.84456,-69.582479
Z04547,4547,36528521,23483713,14.1,9.07,1152,896,43.97986,-69.33495
Z04548,4548,48130048,25903698,18.58,10,1042,1044,43.833447,-69.738561
Z04551,4551,42644648,29485815,16.47,11.38,806,651,43.975714,-69.430661
Z04553,4553,75243635,9109512,29.05,3.52,1752,992,44.052277,-69.567522
Z04554,4554,11081429,4133021,4.28,1.6,710,1008,43.864966,-69.512332
Z04555,4555,49052624,10826148,18.94,4.18,1643,1111,44.101202,-69.482767
Z04556,4556,46808031,7015197,18.07,2.71,1249,755,43.972254,-69.623536
Z04558,4558,10703522,3279335,4.13,1.27,308,298,43.885128,-69.514471
Z04562,4562,74026850,42198054,28.58,16.29,2216,1748,43.770817,-69.819176
Z04563,4563,49817691,16197831,19.23,6.25,1534,926,44.013924,-69.258706
Z04564,4564,22480844,8080099,8.68,3.12,489,488,43.93185,-69.457458
Z04568,4568,12851366,16354519,4.96,6.31,391,777,43.878003,-69.558472
Z04570,4570,706084,0,0.27,0,2,112,43.808546,-69.630765
Z04571,4571,5484033,4087108,2.12,1.58,323,257,43.896656,-69.67417
Z04572,4572,185179527,19073718,71.5,7.36,5075,2651,44.122083,-69.38335
Z04573,4573,21089125,4019303,8.14,1.55,501,299,43.951357,-69.55233
Z04574,4574,98165483,2991782,37.9,1.16,1510,787,44.260639,-69.391524
Z04575,4575,1702715,3989692,0.66,1.54,85,180,43.852011,-69.662658
Z04576,4576,13224487,9166754,5.11,3.54,604,939,43.813345,-69.662868
Z04578,4578,86613031,21901703,33.44,8.46,4450,2317,43.982445,-69.692754
Z04579,4579,90842229,16838664,35.07,6.5,3072,1412,43.959656,-69.769351
Z04605,4605,736852590,124263963,284.5,47.98,12974,8009,44.672809,-68.391841
Z04606,4606,110407132,96716846,42.63,37.34,1272,812,44.540726,-67.712364
Z04607,4607,129284506,58286369,49.92,22.5,1182,808,44.467315,-68.087772
Z04609,4609,109395350,50489510,42.24,19.49,5222,3482,44.39747,-68.263808
Z04611,4611,14547137,56734130,5.62,21.91,508,361,44.466957,-67.612596
